Tempo_de_ordenacao,Numero_de_elementos,Quantidade_de_trocas
10.837665217000904,20000,98318611
10.714647765998961,20000,98318611
10.877907047999543,20000,98318611
10.932626433001133,20000,98318611
10.80264359099965,20000,98318611
10.804310309000357,20000,98318611
10.675597643999936,20000,98318611
10.532333324999854,20000,98318611
